timestamp,strain_gauge_1,strain_gauge_2,strain_gauge_3
2278695,14366,38918,13333
2278865,45086,28678,9237
2279037,62494,34822,21525
2279190,39966,49158,18453
2279403,44062,41990,11285
2279533,12318,26630,27668
2279721,33822,44038,14356
2279905,12318,45062,25621
2280117,45086,51206,10261
2280294,23582,43014,13333
2280450,51230,29702,28693
2280638,44062,58374,19477
2280835,19486,49158,4117
2281029,62494,52230,4118
2281208,56350,48134,29717
2281398,25630,51205,64533
2281627,58398,36870,5142
2281760,59422,18438,4116
2281915,52254,51206,20501
2282132,45086,53254,14357
2282317,9246,53254,5140
2282529,52254,43014,13332
2282727,18462,53254,14358
2282937,13342,37894,14357
2283110,2078,62470,17429
2283319,40990,52230,26645
2283522,39966,46086,16405
2283679,1054,50182,14357
2283855,10270,61446,14357
2284108,9246,50182,8213
2284251,39966,53254,11285
2284439,42014,41990,15381
2284672,25630,43014,11285
2284890,47134,43014,16405
2285063,55326,50182,20501
2285248,20510,46086,21525
2285400,13342,49158,21525
2285595,63518,57350,26645
2285779,30750,57350,36884
2285982,29726,53254,10261
2286218,39966,54278,6165
2286373,11294,45062,33813
2286629,37918,49157,59413
2286772,45086,55302,26645
2287039,33822,56326,34837
2287263,42014,49158,18453
2287488,50206,55302,31766
2287685,43038,54278,22549
2287921,8222,64518,21525
2288062,22558,43014,19477
2288322,36895,5126,23573
2288497,11294,50182,15381
2288745,1054,47110,26645
2288895,64542,35846,17430
2289070,13342,52230,36885
2289293,4126,40966,17429
2289522,63518,47110,16405
2289698,49182,55302,19477
2289868,30,58374,25621
2290084,24606,45062,15381
2290313,58398,55302,26645
2290493,15390,41990,42005
2290667,60446,43014,26645
2290880,51230,50182,11285
2291131,58398,33798,22548
2291346,18462,37894,27669
2291490,21534,53254,18453
2291697,21535,4102,19477
2291875,52254,46086,33813
2292071,30,46086,16405
2292272,50206,43014,25621
2292495,21534,41990,17429
2292710,29726,60422,31765
2292915,63518,46086,21525
2293098,32799,6,24597
2293341,33822,49158,18453
2293517,42014,50182,21525
2293720,64542,35846,29717
2293901,52254,50182,11285
2294116,20510,37894,15381
2294249,27678,29702,10261
2294436,28702,31750,19477
2294638,55326,50182,11285
2294812,7198,25606,13333
2295056,31774,60422,18453
2295278,42014,50182,11285
2295513,12318,63494,18453
2295687,34847,3078,21525
2295921,20510,63494,11285
2296137,30750,57350,13333
2296280,18462,62470,6165
2296479,52254,41990,6165
2296647,62494,41990,14357
2296830,16414,29702,27669
2297056,13342,55302,9237
2297272,42014,62470,20501
2297478,11294,45062,20501
2297648,46111,13318,10261
2297828,56350,60422,18453
2298010,45086,56326,9236
2298226,39966,61446,10261
2298370,21534,52230,32789
2298616,52254,40966,22549
2298812,31774,43014,9237
2298985,2078,58374,15381
2299125,46110,51206,20501
2299350,55326,52230,19477
2299578,59422,46086,12309
2299782,27678,41990,14357
2300011,17438,59398,16405
2300235,15390,59398,26645
2300461,8222,50182,11285
2300654,62494,49158,19476
2300862,21534,63494,10261
2301037,62494,45062,28693
2301218,30750,32774,19476
2301461,54302,46086,17429
2301659,14366,57350,18453
2301827,45086,51206,24597
2302028,13343,3078,24596
2302187,61470,35846,14356
2302332,20510,49158,20501
2302483,30750,46086,3092
2302710,45086,55302,16405
2302919,61470,57350,23573
2303147,46110,38918,22549
2303365,50206,49158,11285
2303576,57374,44038,33812
2303722,19486,28678,17429
2303882,13342,33798,6165
2304099,53278,36870,12309
2304291,33822,48134,14357
2304439,55326,60422,18453
2304634,19486,33798,16405
2304792,49182,34822,21525
2305023,2078,37894,20501
2305226,59422,44038,20501
2305434,51230,44038,13333
2305703,35870,40966,11285
2305991,45086,34822,12309
2306199,1054,26630,27669
2306394,59422,38918,20501
2306538,42014,45062,8213
2306740,11294,45062,19477
2306899,40990,48134,25621
2307062,14366,44038,27669
2307252,58398,62470,21525
2307410,10270,43014,21525
2307564,28702,52230,11285
2307796,62494,55302,25621
2307974,49182,50182,6164
2308150,61470,43014,15381
2308358,28702,36870,19477
2308559,20510,49158,20501
2308748,63518,51206,25620
2308950,51230,44037,47124
2309160,28702,47110,16405
2309483,9246,36870,13333
2309648,31774,52230,16405
2309918,57374,30726,5141
2310142,35870,50182,12309
2310315,11294,34822,21525
2310521,45086,35846,14357
2310737,45086,58373,52245
2310917,56350,58374,35862
2311110,55326,50182,10261
2311278,57374,41990,21525
2311469,38942,45062,17429
2311683,7198,58374,20501
2311871,52254,41989,57364
2312079,32798,51206,10261
2312283,34847,6,25620
2312469,51230,61446,33813
2312689,5150,58374,18453
2312984,19486,41990,12309
2313157,12318,47110,15381
2313364,37918,43014,31765
2313574,15390,58374,24596
2313728,64542,34822,22549
2313893,29726,40966,18453
2314087,62494,46086,18452
2314260,62494,49157,36884
2314452,43038,54278,22549
2314635,17438,44038,19477
2314793,53278,59398,35860
2315058,63518,52230,5141
2315292,50206,51205,61461
2315500,47134,43014,21525
2315720,13342,46086,29717
2315936,29726,51206,13333
2316160,9246,53254,17429
2316340,8222,58374,16405
2316571,16414,38918,6165
2316767,17438,47110,20500
2316987,23582,36870,25621
2317153,64542,47110,25620
2317368,26654,43014,34837
2317538,54302,51206,9237
2317698,7198,45062,14357
2317854,60446,52230,25621
2318058,21534,46086,22548
2318257,31774,37894,26645
2318419,48158,59398,19476
2318634,24606,56326,26644
2318820,14366,52230,18453
2319013,43038,41990,7189
2319211,13342,58374,22549
2319412,62494,49158,21525
2319620,53278,49158,21525
2319788,6174,35846,14357
2320071,58398,60422,22549
2320322,32798,59398,20501
2320478,4126,53254,9237
2320694,40990,45062,32788
2320883,30,47110,30741
2321064,56350,40966,11285
2321245,46110,19462,19477
2321466,7198,48134,13333
2321687,42014,40966,16405
2321859,64542,41990,18452
2322123,54302,16390,21525
2322356,43038,48134,17429
2322518,7198,47110,12308
2322700,30750,59398,23573
2323003,25630,52230,37909
2323211,12318,52230,13333
2323404,3102,57350,19477
2323617,54302,53254,18453
2323779,40990,50182,5141
2324014,15390,49158,12309
2324234,13342,44038,9237
2324404,63518,45062,19477
2324606,47134,36870,20501
2324811,18462,48134,21525
2325072,13342,51206,28693
2325260,6174,11270,34836
2325470,5150,62470,39957
2325695,2078,51206,16405
2325847,3102,44038,27669
2325995,23582,59398,21524
2326211,34846,32774,25620
2326435,4126,57350,18452
2326651,42014,51206,22548
2326859,4126,24582,24597
2327018,36894,49158,19477
2327228,46110,37894,42005
2327422,2078,32774,15381
2327583,13342,44038,28693
2327860,56350,38918,44053
2328016,32799,13318,19476
2328174,18462,45062,16405
2328349,62494,38917,62485
2328520,40990,45062,1045
2328731,31774,50182,11285
2328891,19486,41990,10262
2329055,44062,41990,26645
2329241,18462,39942,34837
2329433,60446,53254,26645
2329620,50206,62470,28693
2329855,39966,54278,16405
2330124,18462,51206,20501
2330269,54302,41990,18452
2330541,30750,50182,29716
2330694,31774,55302,17429
2330904,51230,46086,19476
2331061,59422,52230,17428
2331247,26654,52230,14357
2331458,37918,40966,3092
2331603,48158,32774,49173
2331847,17438,32774,25621
2332033,30,36870,33813
2332244,5150,37894,17429
2332422,51230,37894,3092
2332681,55326,43014,16405
2332817,31774,41990,11285
2333045,21534,38918,17429
2333222,15390,46086,13333
2333396,5150,58374,20501
2333543,2078,4102,29717
2333717,47134,50182,19477
2333881,3102,51206,18453
2334094,1054,61446,24597
2334284,3102,63494,12309
2334454,21535,5126,17429
2334639,3103,6,21524
2334859,45086,46086,36885
2335062,30,61446,59412
2335188,46110,59398,11285
2335355,24606,59398,12309
2335602,38943,8198,23573
2335745,62494,57350,29717
2335946,43039,2054,17428
2336134,21534,29702,9237
2336326,58399,2054,11285
2336546,61471,21510,2070
2336729,28703,11270,26645
2336910,21535,6,12309
2337059,51231,3078,21525
2337237,59422,43014,14357
2337435,61470,64518,21
2337592,54302,55302,2069
2337779,40990,56326,12309
2337993,29726,61446,8213
2338149,27679,3078,8213
2338372,16415,11270,6165
2338552,56351,5126,29718
2338735,31,6,10261
2338981,22558,63493,63509
2339149,18462,49158,21525
2339373,57374,61446,13333
2339633,55327,19462,26645
2339857,63519,5126,19477
2340048,26655,6150,17428
2340201,54302,58374,19476
2340459,5151,5126,13333
2340636,3102,57350,14357
2340836,54302,59398,8213
2341120,20510,57350,21524
2341342,5150,61446,14357
2341503,19486,46086,14357
2341759,16415,2054,4117
2341964,5150,52229,62484
2342223,7198,49158,1045
2342428,13342,43014,13333
2342675,55326,52230,2069
2342898,55327,5126,18452
2343105,59423,12294,2069
2343260,43039,28678,18453
2343413,19487,49158,12309
2343664,52255,12294,5140
2343837,19486,41990,22549
2344075,11294,61446,20500
2344313,42015,16390,13333
2344489,31775,21510,11284
2344654,36895,29701,60436
2344838,31775,18438,13333
2345032,22559,8198,14359
2345194,40990,59398,28692
2345371,21534,50182,24596
2345542,16414,49158,11285
2345755,32798,50182,4117
2345951,53278,45062,16405
2346192,31774,54278,3093
2346393,28702,49158,3093
2346574,33822,38918,4117
2346745,26654,40966,17429
2346947,26654,49158,14357
2347116,58398,21510,8213
2347290,1054,28678,16405
2347483,40990,30726,32789
2347706,63518,30726,28693
2347897,30750,32774,20501
2348079,60446,50182,33813
2348260,37918,32774,17429
2348604,49182,54278,26645
2348742,9246,58374,28692
2348958,23582,44038,32789
2349112,31774,61446,29716
2349328,10270,46086,27669
2349521,61470,55302,15380
2349747,47134,51206,13333
2349943,33822,57350,23572
2350094,16414,60422,12309
2350314,45086,45062,34836
2350533,38942,59398,10260
2350817,37919,4102,8213
2351021,30,61446,3093
2351190,49183,5126,17429
2351341,39966,55302,11285
2351517,9246,62470,4116
2351691,35870,58374,17429
2351948,64542,37894,4117
2352159,17438,53253,62485
2352367,23582,48134,18452
2352504,48158,45062,22549
2352720,4126,40966,13334
2352950,28702,46086,16405
2353096,34846,45062,12309
2353288,30,43014,21
2353505,14366,46086,24597
2353719,52254,60422,19476
2353872,14366,37894,24597
2354069,7198,38918,8215
2354228,26654,12294,4117
2354420,59422,33798,19479
2354680,15390,38918,14356
2354856,10270,53254,20500
2355048,61471,8197,51220
2355196,24606,49158,20501
2355396,6174,25606,13333
2355575,61470,44038,8212
2355810,11294,55302,14358
2356035,6174,55302,26645
2356221,37918,62470,38932
2356424,24607,14342,20501
2356651,44062,60422,21525
2356781,30750,54278,21524
2356963,11294,57350,20500
2357201,46110,63494,28693
2357372,52254,54278,20500
2357606,64542,35846,43029
2357766,42015,22534,28692
2357974,36894,49158,25621
2358125,52254,57350,34837
2358276,37918,49158,8212
2358519,12318,54278,22549
2358767,43038,60422,22549
2359016,48158,52230,13333
2359182,23582,51206,13332
2359342,34846,37894,28693
2359536,46110,46086,33813
2359730,48159,6,15381
2359953,54302,44038,5140
2360121,27678,36870,20501
2360301,48158,55302,6165
2360514,26654,43014,14357
2360721,35870,38918,12309
2360925,14366,54278,21524
2361094,60446,50182,19477
2361311,6174,40966,13335
2361459,43038,53254,19477
2361760,33822,44038,24597
2361981,17438,40966,29717
2362230,9246,61446,22548
2362416,39966,61446,22549
2362574,46110,48134,15381
2362735,60446,58374,27669
2362905,37918,53254,21525
2363093,17438,55302,30741
2363395,54302,41990,34837
2363616,24606,55302,18453
2363772,7198,54278,22549
2363983,14366,63494,24597
2364138,9246,49158,29717
2364338,13342,55302,9237
2364495,63518,60422,14357
2364770,28702,52230,34837
2364985,56350,40966,34837
2365181,33822,60422,22549
2365367,14366,50182,10261
2365553,30,32774,16405
2365756,40990,45062,13334
2365955,14366,51206,16405
2366171,33822,59398,8213
2366346,59422,63494,28692
2366557,55326,55302,17429
2366692,63518,51206,12308
2366885,56350,37894,20501
2367113,19486,44038,6164
2367351,61470,64518,18452
2367519,16414,54278,43029
2367739,52254,59398,30741
2367901,30750,53254,16405
2368111,7198,62470,10261
2368302,9246,60422,10261
2368496,43039,16390,5141
2368690,16415,8198,11285
2368859,43039,5126,26645
2369082,49182,41990,11285
2369280,6174,59398,21
2369443,35870,62470,1045
2369800,53278,61446,13333
2370076,4126,58374,26645
2370221,49182,57350,27669
2370394,53278,58374,9236
2370589,30750,50182,15381
2370812,21534,59398,9236
2370969,1054,62470,6165
2371186,35870,46086,13333
2371410,30750,47110,11284
2371614,60447,3078,24596
2371783,11294,57350,11285
2371995,50207,4102,18453
2372193,22558,50182,21
2372394,51230,58374,16405
2372530,17438,58374,16405
2372736,3103,1030,3093
2372938,38942,60422,12309
2373178,37918,60422,10260
2373359,46110,51206,23573
2373553,32799,6150,16405
2373778,10270,55302,26645
2373996,20510,64518,10260
2374144,42014,60422,9236
2374360,28702,56326,27669
2374517,61471,3078,36885
2374767,30750,55302,21524
2374987,50206,55302,23573
2375175,46110,49158,19477
2375405,54302,64518,18453
2375626,20511,11270,13333
2375826,47135,12294,22548
2376078,24606,55302,16405
2376290,26655,6150,24597
2376496,30,47110,26645
2376665,49183,8198,4116
2376908,20510,58374,16405
2377103,64543,3078,28693
2377294,18463,12294,24597
2377460,12318,55302,28693
2377690,45087,8198,11285
2377994,34846,60422,9237
2378197,24607,37894,11285
2378386,5150,58373,60436
2378601,35871,5125,61461
2378800,64543,4102,5141
2379053,59422,60422,21525
2379269,15390,61446,7189
2379479,62494,61446,10261
2379676,45086,40966,21525
2379817,40990,50182,9237
2380091,46110,64518,18453
2380273,56350,52230,12309
2380492,42015,10246,12309
2380675,47134,53254,4117
2380863,46110,20486,8212
2381004,40990,62470,11285
2381216,38942,62470,21524
2381448,43038,49158,18453
2381656,37919,5126,19477
2381841,56350,59398,18453
2382054,23582,52230,19477
2382261,30,60422,10261
2382422,56350,63494,24597
2382627,54302,46086,20501
2382813,62494,57350,20501
2382990,49182,53254,25620
2383220,27678,61446,20501
2383380,52254,51206,42004
2383554,62494,55302,10261
2383780,6174,63494,29717
2383976,12318,60422,24597
2384197,29726,62470,17429
2384433,45086,51206,8213
2384682,64542,54277,38933
2384851,20510,58373,59412
2385033,36895,4102,14357
2385227,44062,57350,14357
2385477,31775,4102,30741
2385689,29726,45062,14357
2385899,49182,60422,11285
2386072,57375,6150,11285
2386252,12318,61446,6165
2386496,44062,61446,7189
2386664,26654,55302,22549
2386841,38943,6150,20501
2387037,47134,54278,29717
2387241,51230,58374,26645
2387483,55327,5126,21525
2387649,32799,6150,2069
2387822,14367,1030,25620
2388095,3102,54278,18453
2388288,4127,10246,12308
2388516,26654,60421,60437
2388757,38943,4102,24596
2389006,3102,51206,18454
2389181,42014,53254,21525
2389385,56350,59398,32789
2389546,40990,60422,20501
2389705,23582,63494,17428
2389878,12318,62470,32789
2390048,12318,57350,20501
2390203,11294,59398,19476
2390437,25630,50182,15382
2390627,12318,49158,22549
2390830,8222,64518,27668
2390985,46110,48134,10260
2391199,8222,57350,24597
2391371,53278,44038,19476
2391548,5150,44038,4117
2391757,20510,58374,23573
2391949,11294,36870,38933
2392164,38942,46086,15381
2392376,16414,55302,46101
2392570,33822,53254,9237
2392760,45086,58374,12309
2392929,31774,49158,26645
2393128,57374,59398,31765
2393308,37918,57350,24597
2393549,63518,50182,45077
2393715,15390,45062,6165
2394008,38942,47110,16404
2394185,8222,57350,14357
2394373,40990,51206,18453
2394570,24606,61446,13333
2394804,20510,61446,22548
2394956,2078,50182,6165
2395142,63518,45062,24596
2395380,57374,61446,29717
2395592,37918,53254,11285
2395784,35870,56326,17428
2395996,5150,58374,6164
2396166,14366,54278,8213
2396312,53278,61446,24596
2396467,36895,24582,24597
2396637,64542,33798,9237
2396875,35870,63494,16405
2397056,18463,2054,32789
2397248,8223,2054,19476
2397444,7198,53254,18453
2397605,11294,58374,22549
2397808,36894,50182,10261
2397977,63518,39942,26644
2398208,55327,5,61461
2398428,48159,6150,26645
2398624,62494,58374,29717
2398820,1054,47110,4117
2399051,4126,60422,16404
2399303,15390,57350,31765
2399535,47134,59398,24597
2399759,29727,5126,16405
2399910,32798,60422,1045
2400195,35870,50182,27669
2400399,33822,52230,10261
2400622,25630,44038,14357
2400797,3102,37894,11285
2401027,11294,25606,21525
2401200,12318,61446,14357
2401429,25630,41990,18452
2401649,63518,40966,18453
2401895,19486,48134,8213
2402083,4126,44038,26644
2402280,63518,54278,19477
2402488,19486,46086,19477
2402685,64542,49158,28693
2402926,26654,60422,20501
2403128,54302,52230,21524
2403292,17439,6150,24597
2403497,21534,56326,15381
2403675,17438,46086,24597
2403836,50206,51206,19477
2404057,9246,50182,20501
2404245,8222,53254,15381
2404454,61470,62470,45077
2404610,52254,63494,16405
2404814,31,5126,17429
2404986,58398,51206,21524
2405147,13342,34822,17428
2405334,17438,41990,29717
2405519,26654,35845,60437
2405737,54302,52230,17429
2405907,54303,12294,36884
2406095,19487,3078,34837
2406266,63518,46086,14356
2406446,62494,33798,25621
2406695,26654,34822,32789
2406838,26654,46086,23573
2407058,63518,41990,14356
2407241,57374,48134,18453
2407473,30750,48134,19476
2407651,47134,38918,13333
2407868,53278,45062,31765
2408093,63518,44038,24597
2408327,35870,54278,43029
2408506,44063,8198,20501
2408691,14366,55302,29717
2408889,46110,41990,21524
2409089,9246,33798,27669
2409280,47134,34822,38933
2409449,49182,41990,30741
2409645,39966,46086,21525
2410053,31774,51206,25620
2410232,64542,58374,19477
2410430,64542,51206,19477
2410622,21534,43014,11284
2410812,33822,46086,19476
2411039,21534,57350,19476
2411240,54302,47110,22549
2411407,2078,50182,27669
2411629,62494,62470,30740
2411789,36894,57350,8213
2411972,1054,41990,11285
2412204,31774,43014,21525
2412377,12318,26630,16405
2412613,10270,36870,24597
2412773,58398,26630,20501
2413029,38942,49158,6165
2413207,9246,37894,17429
2413372,30750,43014,20501
2413531,50206,49158,22549
2413727,49182,37894,26645
2413916,60446,51206,17428
2414204,29726,52230,20501
2414366,64542,47110,10260
2414564,15390,60422,22549
2414742,1054,45062,20501
2414970,23582,52230,16405
2415143,34846,58374,31764
2415310,26654,57350,24597
2415530,11294,46086,20501
2415693,32798,50182,25621
2415951,2078,53254,36885
2416118,28702,57350,27668
2416378,21535,6150,37909
2416575,25630,44038,24596
2416784,44062,28678,13333
2416949,7198,58374,9236
2417173,22559,17414,18453
2417401,22558,55302,29718
2417614,22558,45062,19477
2417804,50206,28678,17429
2417966,14366,52230,32789
2418146,29726,52230,29716
2418348,34847,2054,17429
2418555,15390,49158,19476
2418773,10270,57350,12309
2418910,13342,50182,11285
2419147,33822,55302,17429
2419299,45086,50182,17429
2419465,21534,40966,22548
2419674,61470,38918,17429
2419872,35870,43013,59413
2420074,1054,58374,29716
2420277,30750,62470,13332
2420491,7198,52230,58389
2420644,55326,55302,10261
2420850,57374,60422,27668
2420988,30,53254,21525
2421146,8222,58374,20500
2421343,61471,13318,20501
2421526,35870,61446,19476
2421700,58398,54278,16405
2421891,18462,25606,28693
2422120,11294,49158,36885
2422308,34846,46086,15381
2422487,59422,54278,18452
2422728,6174,59398,20500
2422879,8222,56326,18453
2423079,52255,11270,33813
2423259,55325,61446,34837
2423453,47134,58374,21525
2423655,3102,59398,14357
2423829,6174,51206,20501
2424052,5151,1030,29717
2424261,31774,52230,20501
2424460,49182,50182,26645
2424651,28702,64518,13333
2424836,37918,55302,19477
2425027,27679,3078,30741
2425211,32799,3078,24597
2425448,33822,50182,18453
2425628,52254,57350,22548
2425856,56350,51206,13332
2426043,39966,52230,22548
2426217,2078,44038,22549
2426472,47134,40966,19476
2426659,22558,51206,28693
2426821,9246,34822,8213
2427071,15390,48134,24597
2427246,21534,37894,2068
2427390,17438,40966,18453
2427581,1054,41990,23572
2427836,8222,62470,21525
2428012,6174,49158,12308
2428217,3102,48134,12309
2428376,53278,55302,19477
2428598,25630,45062,39957
2428831,53278,52230,25621
2429016,26654,47110,10261
2429205,17438,60422,21525
2429492,9247,3078,17429
2429681,45086,59398,22549
2429888,48158,56326,27669
2430054,46110,46086,27669
2430219,19486,59398,27669
2430461,33822,57350,43029
2430663,6174,58374,29717
2430843,55326,57350,25621
2431088,2078,50182,18453
2431268,16414,45062,35860
2431498,51230,43014,27669
2431684,57374,27654,26645
2431936,32798,52230,23572
2432081,9246,53254,12309
2432299,20510,64518,22548
2432489,10270,60422,17429
2432668,9246,45062,18453
2432904,36895,1030,26645
2433072,12318,59398,47124
2433345,14367,6,32789
2433565,50206,40966,18453
2433755,64542,59398,26644
2433986,35870,53254,28692
2434174,13343,3078,26644
2434413,14366,48134,28692
2434585,50206,60422,30741
2434744,34846,53254,29717
2434914,22559,1030,31764
2435145,23582,63494,32789
2435335,27678,49158,27668
2435493,64542,60422,28692
2435674,11294,40966,23573
2435907,8222,64518,32789
2436054,58398,45062,25620
2436211,24606,50182,17429
2436403,2078,53254,22548
2436637,35870,53254,21524
2436863,7198,44038,24596
2437036,62494,32774,20501
2437239,2078,41990,1045
2437452,32798,50182,24597
2437592,52254,53254,16405
2437783,51230,51206,20501
2438052,45086,47110,21525
2438202,58398,53254,24596
2438433,30750,54278,30740
2438594,44063,1030,26645
2438751,50206,58374,9237
2438959,50206,61446,22548
2439176,54302,46086,21525
2439397,54302,44038,24596
2439592,45086,55302,18453
2439751,2078,41990,20501
2439951,1054,45062,40981
2440114,52254,53254,25621
2440341,25630,50182,32789
2440603,33822,45062,32789
2440772,63518,61446,22549
2441005,54302,45062,34837
2441159,6174,62470,33813
2441312,19486,62470,29717
2441536,36895,4101,53269
2441678,5150,62470,21525
2441887,17438,47110,26645
2442097,48158,40966,35861
2442259,63518,57350,30740
2442440,49182,49158,38933
2442655,13342,26630,50197
2442869,46110,43014,27669
2443027,63518,58374,19476
2443228,44062,44038,17429
2443429,46110,39942,32789
2443609,12318,55302,21525
2443790,1054,48134,38933
2443952,51230,62470,36884
2444113,32798,59398,25621
2444380,54302,24582,27669
2444583,38942,45062,21525
2444795,62494,50182,30741
2444986,64542,59398,36885
2445206,23582,60422,20500
2445429,25631,6150,33812
2445628,13342,61446,40982
2445855,48159,9222,35861
2446030,16414,61446,51220
2446285,15390,60422,34837
2446456,12318,55302,30741
2446636,8222,54278,54293
2446801,30,51206,44053
2446974,9246,46086,22549
2447141,42014,54278,29717
2447344,33822,49158,26645
2447529,44062,46086,25620
2447692,27678,54278,16405
2447919,18462,47110,2069
2448089,30750,47110,38933
2448240,63518,51206,24597
2448443,5150,43014,14357
2448592,53278,41990,38933
2448771,34846,47110,22549
2449107,61470,53254,24597
2449280,35870,55302,28693
2449511,20511,1030,29717
2449674,30,54278,23573
2449868,62494,53254,38933
2450089,18462,60422,40980
2450305,20510,51206,32789
2450530,31774,53254,37909
2450666,20510,63494,38933
2450887,45087,4102,34836
2451059,7199,10246,30740
2451255,39966,49158,32789
2451445,34846,62470,38932
2451672,19487,6,40980
2451846,12318,63494,34836
2452084,42014,58374,13332
2452261,37918,63494,37908
2452422,52254,57350,57365
2452638,64543,3078,32790
2452893,42014,63494,33813
2453064,38942,61446,27669
2453272,28702,55302,29716
2453447,11294,60422,30743
2453648,19486,51206,22549
2453891,45086,40966,24597
2454034,14366,46086,35861
2454195,22558,49158,26644
2454413,26654,53254,32788
2454560,45086,60422,44052
2454732,23582,57350,30741
2454983,52254,54278,29717
2455177,47134,54278,26645
2455345,28702,61446,28693
2455565,29726,50182,25621
2455786,51230,59398,24596
2455987,12318,38918,31765
2456138,64542,35846,39957
2456377,53278,35846,38933
2456518,49182,47110,47125
2456700,60446,48134,30740
2456958,53278,53254,28693
2457144,57374,34822,34836
2457300,33822,45062,42005
2457522,57374,63494,35860
2457716,37918,61446,32788
2457884,5151,4102,30740
2458093,2078,60422,42004
2458266,25630,55302,36884
2458506,27678,55302,31764
2458702,17438,43014,42004
2458916,40990,62470,38933
2459083,64542,51206,21524
2459217,9246,44038,30741
2459398,53279,13318,42005
2459613,60446,54278,35861
2459795,44062,51206,29716
2459985,45086,55302,33812
2460178,40990,54278,33813
2460399,32798,55302,16405
2460620,36894,53254,40981
2460802,32798,59398,43029
2461010,55326,40966,28693
2461187,18462,36870,37908
2461402,17438,52230,28693
2461596,62494,51206,35861
2461761,6174,50182,42004
2461921,4126,47110,32788
2462162,15390,55302,25621
2462378,40991,2054,39956
2462561,64542,59398,30740
2462780,49182,59398,43029
2462930,55326,58374,45077
2463126,44062,43014,6165
2463317,63518,57350,42004
2463482,57374,59398,36885
2463662,32798,40966,52245
2463905,14366,51206,32789
2464066,20510,48134,31764
2464331,10270,54278,38933
2464483,46110,57350,31765
2464713,60446,51206,37909
2464968,48158,52229,47124
2465133,9246,45062,50197
2465339,13342,44038,28693
2465507,55326,51206,25621
2465662,31,1030,38933
2465850,58398,44038,17428
2466058,57374,54278,33812
2466216,44062,57350,25621
2466446,40990,50182,34836
2466615,21534,55302,30740
2466792,53278,53254,29717
2466973,37918,51206,29718
2467155,3103,15366,32788
2467315,30,37894,32788
2467539,36894,60422,32788
2467710,3102,49158,32789
2467864,61470,52230,24597
2468104,4126,55302,29717
2468296,49183,2054,27669
2468447,51230,55302,33812
2468687,9246,61446,37909
2468887,56350,41990,43029
2469067,14366,47110,36884
2469248,43038,58374,47125
2469476,34846,45062,21525
2469681,50206,56326,36884
2469923,37919,22534,21
2470077,54302,63494,34837
2470249,18462,55302,33813
2470542,49182,52230,20500
2470695,47134,46086,51221
2470918,34846,45062,24596
2471115,39966,47110,31765
2471291,13342,52230,18453
2471496,25630,63494,22548
2471685,25630,53254,35860
2471828,29726,57350,22549
2472041,42014,54278,20501
2472217,35870,53254,21525
2472398,44063,6,15381
2472596,24607,6150,20501
2472757,13342,63494,19477
2472920,44063,3078,18452
2473133,23582,63494,22549
2473324,22558,29702,21525
2473493,18462,16390,30741
2473678,6174,14342,47124
2473818,36894,29702,34837
2474042,29726,49158,21525
2474214,24607,3078,15381
2474367,1054,47110,12308
2474591,44062,36870,17429
2474792,58398,27654,27669
2474967,58398,17414,42005
2475117,47134,40966,34837
2475340,24606,52230,32790
2475519,35870,61446,48148
2475701,36894,57350,45077
2475959,14366,58374,40980
2476145,61470,43014,40981
2476331,16414,49158,53269
2476577,31,10246,30740
2476725,63519,10246,35861
2476972,30750,59398,34836
2477150,29726,52230,21525
2477333,21534,41990,25621
2477569,49182,29702,38932
2477738,30,36870,43028
2477980,62494,59398,59412
2478156,58398,57350,46101
2478316,34847,5126,44054
2478510,21534,55302,33813
2478649,25630,47110,33813
2478851,22558,45062,36884
2479079,14366,36870,46101
2479244,54303,5126,26645
2479409,39966,46086,28693
2479644,62494,16390,34836
2479852,26654,32774,11285
2480005,54302,23558,11285
2480174,44062,40966,23573
2480331,15390,35846,25621
2480476,6174,53254,40981
2480641,14366,49158,27669
2480885,48158,54278,29717
2481050,20510,54278,27669
2481251,42014,26630,38933
2481403,10270,57350,29717
2481589,6174,45062,21525
2481740,2078,46086,29717
2481924,12318,50182,24597
2482157,29726,47110,28693
2482380,6174,44038,24597
2482560,22558,47110,24597
2482742,50206,54278,34837
2482978,7198,51206,26644
2483105,54302,59398,22549
2483326,61471,17414,35861
2483534,50207,25606,40981
2483711,5150,33798,47124
2483900,40990,59398,29717
2484103,35870,54278,36885
2484327,30750,53254,42005
2484565,1054,44038,35861
2484767,49182,47110,21525
2484910,43038,52230,5140
2485131,55326,51206,34837
2485297,31774,37894,37908
2485485,4126,44038,22548
2485642,58398,47110,36885
2485824,21534,58374,22549
2485995,33822,44038,20502
2486191,59422,50182,29716
2486355,40990,54278,26646
2486548,50206,46086,21525
2486787,28702,25606,29717
2486955,2078,25606,29717
2487140,33822,47110,33812
2487325,45086,38918,25621
2487518,7198,35846,27669
2487710,2078,12294,43028
2487880,52254,36870,32789
2488060,12318,52230,27669
2488306,63518,55302,29717
2488505,19486,24582,26645
2488665,62494,37894,28693
2488838,4126,45062,46100
2489083,47134,49158,42004
2489259,5150,47110,26644
2489447,2078,37894,46101
2489627,16414,46086,33812
2489797,34846,39942,31764
2489969,36894,43014,33813
2490211,40990,54278,34837
2490394,25630,57350,32789
2490743,63518,60422,47125
